Sensor,Value,IsAnomaly_GT
Sensor-1,1.2617926993860784,0
Sensor-1,-2.099960265601239,0
Sensor-1,2.376127989516143,0
Sensor-1,2.8514117909780348,0
Sensor-1,-4.377587971634591,0
Sensor-1,-2.7554487671557952,0
Sensor-1,0.8196010079182134,0
Sensor-1,-0.29060648085895546,0
Sensor-1,0.45799710623927803,0
Sensor-1,-1.63260981893395,0
Sensor-1,2.6984949371570712,0
Sensor-1,2.444479838572371,0
Sensor-1,0.6650767439030401,0
Sensor-1,3.318103017420082,0
Sensor-1,1.668773355630114,0
Sensor-1,-1.6482311572080954,0
Sensor-1,1.421876960206247,0
Sensor-1,-1.897206502072497,0
Sensor-1,11.946295327308587,1
Sensor-1,0.37518522253436776,0
Sensor-1,0.03784409113684861,0
Sensor-1,-1.2023238610098534,0
Sensor-1,3.556353346685076,0
Sensor-1,5.366445203098401,0
Sensor-1,-0.570819555407768,0
Sensor-1,-0.3803338762205739,0
Sensor-1,1.8307729638833719,0
Sensor-1,1.4136101609101959,0
Sensor-1,1.5318315289899709,0
Sensor-1,1.5770525075197068,0
Sensor-1,5.854119002176153,0
Sensor-1,-0.516037540961539,0
Sensor-1,-0.7806068226788434,0
Sensor-1,-1.5344318206196945,0
Sensor-1,2.0399485564387394,0
Sensor-1,3.3224307318022293,0
Sensor-1,0.2151313558628123,0
Sensor-1,-1.6003911924063203,0
Sensor-1,-1.5612030392280989,0
Sensor-1,2.1264819695617527,0
Sensor-1,2.3581354280086058,0
Sensor-1,1.8578856707629874,0
Sensor-1,-1.1637742682217358,0
Sensor-1,1.0804033076667994,0
Sensor-1,0.7917145228518205,0
Sensor-1,1.0467214918225323,0
Sensor-1,2.6785719448704746,0
Sensor-1,1.0589888719367058,0
Sensor-1,2.1972839076797372,0
Sensor-1,0.6689476737222286,0
Sensor-1,1.2227984967249603,0
Sensor-1,2.078220564596351,0
Sensor-1,-3.142889549639166,0
Sensor-1,-0.2991780408932534,0
Sensor-1,-0.6759316357319887,0
Sensor-1,-1.097194620608355,0
Sensor-1,-0.1878556280667093,0
Sensor-1,4.2373532780859895,0
Sensor-1,-1.6645777892331082,0
Sensor-1,2.9206958864787023,0
Sensor-1,-3.7071744290395117,0
Sensor-1,-0.33721257496443713,0
Sensor-1,0.906882662762514,0
Sensor-1,4.80818612702659,0
Sensor-1,2.2780664494821377,0
Sensor-1,2.4833680879998132,0
Sensor-1,-0.37181268062109396,0
Sensor-1,-0.655879481661418,0
Sensor-1,2.6449397031428847,0
Sensor-1,0.02173918779596279,0
Sensor-1,-2.689215808344805,0
Sensor-1,-2.3332180350087017,0
Sensor-1,-1.7986307150040282,0
Sensor-1,1.7429018601344102,0
Sensor-1,0.8560643401764131,0
Sensor-1,2.2262133851694204,0
Sensor-1,-0.5681316158413356,0
Sensor-1,0.8963492276917856,0
Sensor-1,2.0639759849183417,0
Sensor-1,-0.273366349300596,0
Sensor-1,1.6419380938935286,0
Sensor-1,-1.1548148526666282,0
Sensor-1,-0.4076346164126794,0
Sensor-1,-0.45434473499582273,0
Sensor-1,-2.489599113972599,0
Sensor-1,1.7174312019639546,0
Sensor-1,1.0275366649502067,0
Sensor-1,0.5312352968192185,0
Sensor-1,1.7018666472647723,0
Sensor-1,1.6163279400748602,0
Sensor-1,2.1634627724319655,0
Sensor-1,0.25378628872644093,0
Sensor-1,-0.5582457801103844,0
Sensor-1,0.30070447273400236,0
Sensor-1,-3.718336084895075,0
Sensor-1,-3.117781181057718,0
Sensor-1,-2.8067490308860057,0
Sensor-1,-1.9931170690037043,0
Sensor-1,1.4994355668085915,0
Sensor-1,-1.763697638400152,0
Sensor-1,-0.4454063850984742,0
Sensor-1,3.7480707444651635,0
Sensor-1,-0.39065992765356483,0
Sensor-1,2.3437889211677163,0
Sensor-1,-1.8340442000246924,0
Sensor-1,-0.013593894669075013,0
Sensor-1,-1.875055137276453,0
Sensor-1,-0.34758268975140616,0
Sensor-1,2.6007703436434886,0
Sensor-1,-3.8183010579808716,0
Sensor-1,1.5860591088646434,0
Sensor-1,1.0943390058306948,0
Sensor-1,-0.985374889241986,0
Sensor-1,-3.1151446359711366,0
Sensor-1,0.6803237692846738,0
Sensor-1,-0.8237317726595061,0
Sensor-1,1.08169052838676,0
Sensor-1,0.5546303638086072,0
Sensor-1,-1.2067304141658317,0
Sensor-1,-0.0983890686825607,0
Sensor-1,-2.0587437315546624,0
Sensor-1,0.9481890873907903,0
Sensor-1,1.049991709929413,0
Sensor-1,3.8979689381010916,0
Sensor-1,0.5758175905669005,0
Sensor-1,1.3921776478737733,0
Sensor-1,4.158257228048905,0
Sensor-1,-2.4719076358071272,0
Sensor-1,-1.0993788318743694,0
Sensor-1,-1.8164398535138124,0
Sensor-1,-0.4745245078894199,0
Sensor-1,-2.941715368890772,0
Sensor-1,2.0878773670360107,0
Sensor-1,-0.05555674274693345,0
Sensor-1,-3.3548499820538145,0
Sensor-1,-2.038947703018854,0
Sensor-1,1.2837846186254882,0
Sensor-1,2.5953164197359526,0
Sensor-1,5.491827229229466,0
Sensor-1,7.784656165018324,0
Sensor-1,1.5360235831899909,0
Sensor-1,-1.9738453000796605,0
Sensor-1,-4.830115701828273,0
Sensor-1,1.1692786558595896,0
Sensor-1,-1.532352738275815,0
Sensor-1,-0.5383931504492132,0
Sensor-1,-1.03024199764952,0
Sensor-1,0.14802278395903684,0
Sensor-1,3.164950576969109,0
Sensor-1,0.8926214186133615,0
Sensor-1,0.10341290740327924,0
Sensor-1,-2.089134382064529,0
Sensor-1,-3.6867073617608925,0
Sensor-1,-0.7157697726833272,0
Sensor-1,0.36554362295419873,0
Sensor-1,5.220374983778268,0
Sensor-1,0.8256863036822146,0
Sensor-1,2.956848777557644,0
Sensor-1,-0.7482389963478802,0
Sensor-1,-2.4623594160425615,0
Sensor-1,-1.9127919055809297,0
Sensor-1,-1.3130651613393831,0
Sensor-1,5.821174331087911,0
